die,Ordnung,order/neatness,In diesem Zimmer herrscht endlich Ordnung.,General,Intermediate,1
das,Chaos,chaos,Nach der Party herrschte ein großes Chaos.,General,Intermediate,2
der,Schrank,cupboard/closet,Die Gläser stehen oben im Schrank.,Furniture,Beginner,0
die,Schublade,drawer,Das Besteck liegt in der ersten Schublade.,Furniture,Beginner,1
das,Regal,shelf,Das Buch steht ganz oben im Regal.,Furniture,Beginner,2
der,Teppich,carpet,Der Teppich macht das Zimmer gemütlich.,Furniture,Beginner,0
die,Wand,wall,Wir streichen die Wand in einem hellen Blau.,Buildings,Beginner,1
das,Fensterbrett,windowsill,Die Blumen stehen auf dem Fensterbrett.,Buildings,Intermediate,2
der,Balkon,balcony,Wir sitzen im Sommer oft auf dem Balkon.,Buildings,Beginner,0
die,Treppe,stairs,Die Treppe führt in den ersten Stock.,Buildings,Beginner,1
das,Stockwerk,floor/story,Das Büro befindet sich im dritten Stockwerk.,Buildings,Intermediate,2
der,Aufzug,elevator/lift,Der Aufzug ist leider außer Betrieb.,Buildings,Beginner,0
die,Klingel,doorbell,Hast du die Klingel an der Tür gehört?,Buildings,Beginner,1
das,Schlüsselloch,keyhole,Er schaute durch das Schlüsselloch.,Objects,Advanced,2
der,Keller,cellar/basement,Wir lagern die Getränke im Keller.,Buildings,Beginner,0
die,Heizung,heating,Im Winter schalten wir die Heizung an.,Buildings,Beginner,1
der,Bürgersteig,sidewalk,Bitte bleib auf dem Bürgersteig stehen.,City,Intermediate,0
die,Kreuzung,intersection,An der nächsten Kreuzung biegen wir links ab.,City,Intermediate,1
das,Verkehrsschild,traffic sign,Man muss auf das Verkehrsschild achten.,City,Intermediate,2
der,Parkplatz,parking lot,Es ist schwer, hier einen Parkplatz zu finden.,City,Beginner,0
die,Tankstelle,gas station,Wir müssen an der Tankstelle kurz anhalten.,City,Beginner,1
das,Rathaus,town hall,Das Rathaus steht direkt am Marktplatz.,City,Beginner,2
der,Turm,tower,Man hat vom Turm eine tolle Aussicht.,Buildings,Beginner,0
die,Brücke,bridge,Die Brücke führt über den breiten Fluss.,City,Beginner,1
das,Denkmal,monument,Das Denkmal erinnert an einen berühmten Dichter.,City,Intermediate,2
der,Brunnen,fountain/well,Kinder werfen Münzen in den Brunnen.,City,Intermediate,0
die,Bank,bank/bench,Ich setze mich kurz auf die Bank im Park.,Places,Beginner,1
das,Museum,museum,Das Museum zeigt moderne Kunst.,Leisure,Beginner,2
der,Zoo,zoo,Im Zoo kann man viele Tiere sehen.,Leisure,Beginner,0
die,Kirche,church,Die Glocken der Kirche läuten laut.,Buildings,Beginner,1
das,Kino,cinema,Welcher Film läuft heute im Kino?,Leisure,Beginner,2
der,Arbeitsplatz,workplace,Mein Arbeitsplatz ist sehr modern eingerichtet.,Professional,Beginner,0
die,Karriere,career,Sie möchte eine große Karriere machen.,Professional,Intermediate,1
das,Gehalt,salary,Das Gehalt wird am Monatsende überwiesen.,Professional,Intermediate,2
der,Lohn,wage,Der Lohn wird wöchentlich ausgezahlt.,Professional,Intermediate,0
die,Steuererklärung,tax return,Er muss noch seine Steuererklärung machen.,Finance,Advanced,1
das,Formular,form,Füllen Sie bitte dieses Formular aus.,Office,Beginner,2
der,Stempel,stamp,Der Beamte drückt einen Stempel auf das Papier.,Office,Intermediate,0
die,Unterschrift,signature,Hier fehlt noch Ihre Unterschrift.,Office,Beginner,1
das,Dokument,document,Speichern Sie das Dokument auf der Festplatte.,Office,Beginner,2
der,Kopierer,copier,Der Kopierer hat leider einen Papierstau.,Office,Intermediate,0
die,Apotheke,pharmacy,Ich hole das Medikament aus der Apotheke.,Medical,Beginner,1
das,Rezept,prescription/recipe,Der Arzt stellt ein Rezept für die Salbe aus.,Medical,Beginner,2
der,Patient,patient (male),Der Patient wartet im Behandlungszimmer.,Medical,Beginner,0
die,Patientin,patient (female),Die Patientin fühlt sich heute schon besser.,Medical,Beginner,1
das,Pflaster,band-aid,Kleb bitte ein Pflaster auf die Wunde.,Medical,Beginner,2
der,Verband,bandage,Die Krankenschwester wechselt den Verband.,Medical,Intermediate,0
die,Spritze,injection/syringe,Ich habe ein bisschen Angst vor der Spritze.,Medical,Intermediate,1
das,Fieber,fever,Das Kind hat leider hohes Fieber.,Medical,Beginner,2
der,Husten,cough,Gegen den Husten hilft warmer Tee.,Medical,Beginner,0
die,Erkältung,cold (illness),Eine Erkältung dauert meistens eine Woche.,Medical,Beginner,1
das,Blut,blood,Blut transportiert Sauerstoff im Körper.,Medical,Intermediate,2
der,Knochen,bone,Der Hund kaut genüsslich auf einem Knochen.,Body,Intermediate,0
die,Lunge,lung,Rauchen schadet der Lunge.,Body,Intermediate,1
das,Gehirn,brain,Das Gehirn verarbeitet viele Informationen.,Body,Intermediate,2
der,Magen,stomach,Der Magen verdaut die Nahrung.,Body,Intermediate,0
die,Leber,liver,Die Leber ist ein wichtiges Organ.,Body,Advanced,1
das,Knie,knee,Er hat sich beim Fußball am Knie verletzt.,Body,Beginner,2
der,Hals,neck/throat,Ich habe seit gestern Halsschmerzen.,Body,Beginner,0
die,Brust,chest,Er atmet tief in die Brust ein.,Body,Intermediate,1
das,Handgelenk,wrist,Sie trägt eine goldene Uhr am Handgelenk.,Body,Intermediate,2
der,Rücken,back,Mein Rücken tut vom langen Sitzen weh.,Body,Beginner,0
die,Wirbelsäule,spine,Eine starke Wirbelsäule ist wichtig.,Body,Advanced,1
das,Skelett,skeleton,Im Biologieraum steht ein Skelett.,Body,Intermediate,2
der,Muskel,muscle,Er möchte mehr Muskeln aufbauen.,Body,Intermediate,0
die,Zelle,cell,Der Körper besteht aus vielen Millionen Zellen.,Science,Advanced,1
der,Topf,pot,Die Suppe kocht im großen Topf.,Kitchen,Beginner,0
die,Schüssel,bowl,Der Salat wird in der Schüssel serviert.,Kitchen,Beginner,1
das,Tablett,tray,Er bringt die Getränke auf einem Tablett.,Kitchen,Intermediate,2
der,Toaster,toaster,Das Brot steckt noch im Toaster.,Kitchen,Beginner,0
die,Küchenwaage,kitchen scale,Wiege das Mehl mit der Küchenwaage ab.,Kitchen,Intermediate,1
das,Sieb,strainer/sieve,Gieß die Nudeln durch das Sieb ab.,Kitchen,Intermediate,2
der,Wasserkocher,kettle,Der Wasserkocher schaltet sich automatisch aus.,Kitchen,Beginner,0
die,Teekanne,teapot,In der Teekanne ist noch heißer Tee.,Kitchen,Beginner,1
das,Tuch,cloth,Wisch den Tisch bitte mit einem feuchten Tuch ab.,Objects,Beginner,2
der,Schwamm,sponge,Ich reinige das Geschirr mit einem Schwamm.,Kitchen,Beginner,0
die,Bürste,brush,Die Bürste liegt neben dem Waschbecken.,Objects,Beginner,1
das,Spülmittel,dish soap,Wir brauchen neues Spülmittel zum Abwaschen.,Kitchen,Beginner,2
der,Essig,vinegar,Der Salat braucht noch einen Schuss Essig.,Food,Intermediate,0
die,Öl,oil,Man kann das Gemüse in Öl anbraten.,Food,Beginner,1
das,Mehl,flour,Ich backe den Kuchen mit feinem Mehl.,Food,Beginner,2
der,Zucker,sugar,Trinkst du deinen Tee mit oder ohne Zucker?,Food,Beginner,0
die,Hefe,yeast,Der Teig braucht Hefe, um aufzugehen.,Food,Intermediate,1
das,Gewürz,spice,Welches Gewürz hast du verwendet?,Food,Intermediate,2
der,Knoblauch,garlic,Knoblauch gibt dem Essen ein gutes Aroma.,Food,Beginner,0
die,Zwiebel,onion,Ich schneide die Zwiebel in kleine Würfel.,Food,Beginner,1
das,Gemüse,vegetables,Gemüse ist sehr gesund für den Körper.,Food,Beginner,2
der,Salat,salad/lettuce,Zum Abendessen gibt es einen frischen Salat.,Food,Beginner,0
die,Tomate,tomate,Die Tomate ist rot und saftig.,Food,Beginner,1
das,Obst,fruit,Wir kaufen heute frisches Obst auf dem Markt.,Food,Beginner,2
der,Reis,rice,In Asien isst man sehr viel Reis.,Food,Beginner,0
die,Nudeln,noodles/pasta,Die Kinder lieben Nudeln mit Tomatensoße.,Food,Beginner,1
das,Mehl,flour,Für den Pizzateig braucht man Mehl.,Food,Beginner,2
der,Honig,honey,Der Honig schmeckt sehr süß.,Food,Beginner,0
die,Marmelade,jam,Ich esse gerne Brot mit Marmelade.,Food,Beginner,1
das,Ei,egg,Möchtest du ein weichgekochtes Ei?,Food,Beginner,2
der,Käse,cheese,Der Käse kommt aus der Schweiz.,Food,Beginner,0
die,Wurst,sausage/cold cuts,Die Wurst liegt auf dem Teller.,Food,Beginner,1
das,Hähnchen,chicken,Das Hähnchen brät im Ofen.,Food,Beginner,2
der,Schinken,ham,Ich hätte gerne hundert Gramm Schinken.,Food,Beginner,0
die,Sahne,cream,Möchten Sie Sahne zu Ihrem Kuchen?,Food,Beginner,1
das,Fett,fat,Zuviel Fett ist ungesund.,Food,Intermediate,2
der,Saft,juice,Apfelsaft ist mein liebstes Getränk.,Drinks,Beginner,0
die,Limonade,lemonade,Die Limonade ist sehr erfrischend.,Drinks,Beginner,1
das,Mineralwasser,mineral water,Ein Glas Mineralwasser bitte.,Drinks,Beginner,2
der,Wein,wine,Der Wein passt gut zum Essen.,Drinks,Beginner,0
die,Flasche,bottle,Die Flasche ist fast leer.,Objects,Beginner,1
das,Blech,baking sheet/metal,Der Kuchen wird auf dem Blech gebacken.,Kitchen,Intermediate,2
der,Stahl,steel,Das Gerüst besteht aus festem Stahl.,Materials,Intermediate,0
die,Wolle,wool,Der Pullover ist aus reiner Wolle.,Materials,Intermediate,1
das,Leder,leather,Meine Schuhe sind aus echtem Leder.,Materials,Beginner,2
der,Stoff,fabric/material,Der Stoff fühlt sich sehr weich an.,Materials,Intermediate,0
die,Seide,silk,Das Kleid ist aus feiner Seide.,Materials,Intermediate,1
das,Holz,wood,Der Tisch ist aus massivem Holz gefertigt.,Materials,Beginner,2
der,Kunststoff,plastic,Die Verpackung ist aus Kunststoff.,Materials,Intermediate,0
die,Pappe,cardboard,Der Karton ist aus dicker Pappe.,Materials,Intermediate,1
der,Schraubenzieher,screwdriver,Ich brauche einen Schraubenzieher für die Schraube.,Tools,Intermediate,0
die,Schraube,screw,Die Schraube sitzt sehr fest in der Wand.,Tools,Beginner,1
das,Werkzeug,tool,Er verstaut sein Werkzeug in einem Koffer.,Tools,Beginner,2
der,Nagel,nail,Er schlägt den Nagel vorsichtig ins Holz.,Tools,Beginner,0
die,Zange,pliers,Mit der Zange lässt sich der Draht biegen.,Tools,Intermediate,1
das,Metall,metal,Das Regal ist aus stabilem Metall gebaut.,Materials,Beginner,2
der,Klebstoff,glue,Der Klebstoff muss erst noch trocknen.,Tools,Intermediate,0
die,Schere,scissors,Schneide das Papier mit einer Schere.,Tools,Beginner,1
das,Lineal,ruler,Zeichne die Linie mit einem Lineal.,Education,Beginner,2
der,Bleistift,pencil,Er spitzt seinen Bleistift an.,Education,Beginner,0
die,Leinwand,canvas/screen,Der Maler trägt die Farbe auf die Leinwand auf.,Art,Intermediate,1
das,Atelier,studio,Der Künstler arbeitet jeden Tag in seinem Atelier.,Art,Intermediate,2
der,Pinsel,brush (paint),Spüle den Pinsel nach dem Malen gründlich aus.,Art,Beginner,0
die,Galerie,gallery,In der Galerie hängen viele teure Bilder.,Art,Intermediate,1
das,Museum,museum,Sonntags ist der Eintritt ins Museum oft frei.,Leisure,Beginner,2
der,Journalist,journalist (male),Der Journalist schreibt einen Bericht.,Media,Intermediate,0
die,Journalistin,journalist (female),Die Journalistin interviewt den Politiker.,Media,Intermediate,1
das,Interview,interview,Das Interview wird live im Radio übertragen.,Media,Intermediate,2
der,Artikel,article (grammar/news),Ich habe einen interessanten Artikel gelesen.,Media,Beginner,0
die,Nachricht,news/message,Ich habe eine gute Nachricht für dich.,Media,Beginner,1
das,Magazin,magazine,Das Magazin erscheint einmal im Monat.,Media,Beginner,2
der,Roman,novel,Der Roman war so spannend, dass ich ihn kaum weglegen konnte.,Media,Intermediate,0
die,Literatur,literature,Sie interessiert sich sehr für klassische Literatur.,Education,Intermediate,1
das,Gedicht,poem,In der Schule mussten wir ein Gedicht auswendig lernen.,Education,Intermediate,2
der,Autor,author,Der Autor liest aus seinem neuen Buch vor.,Media,Intermediate,0
die,Autorin,author (female),Die Autorin wurde für ihr Werk ausgezeichnet.,Media,Intermediate,1
das,Drehbuch,script,Der Regisseur liest das Drehbuch aufmerksam durch.,Media,Advanced,2
der,Schauspieler,actor,Der Schauspieler spielt seine Rolle sehr überzeugend.,Media,Beginner,0
die,Schauspielerin,actress,Die Schauspielerin trägt ein elegantes Kleid.,Media,Beginner,1
das,Theater,theater,Wir gehen heute Abend ins Theater.,Leisure,Beginner,2
der,Zuschauer,spectator/viewer,Die Zuschauer klatschten laut Beifall.,Media,Intermediate,0
die,Zuschauerin,spectator (female),Die Zuschauerin verfolgt das Spiel gespannt.,Media,Intermediate,1
das,Publikum,audience,Das Publikum war von der Vorstellung begeistert.,Media,Intermediate,2
der,Vorhang,curtain,Der Vorhang öffnet sich für den ersten Akt.,Media,Intermediate,0
die,Bühne,stage,Die Band steht endlich auf der Bühne.,Media,Intermediate,1
das,Mikrofon,microphone,Das Mikrofon ist leider nicht eingeschaltet.,Technology,Beginner,2
der,Lautsprecher,speaker,Aus dem Lautsprecher dröhnt laute Musik.,Technology,Intermediate,0
die,Lautstärke,volume,Regle bitte die Lautstärke ein wenig leiser.,Technology,Intermediate,1
das,Signal,signal,Das Handy hat hier kein Signal.,Technology,Intermediate,2
der,Knopf,button,Drücke den roten Knopf, um zu starten.,Technology,Beginner,0
die,Taste,key (keyboard),Drücken Sie eine beliebige Taste am Computer.,Technology,Beginner,1
das,Gehäuse,case/housing,Das Gehäuse der Uhr ist aus Gold.,Technology,Advanced,2
der,Akku,battery (rechargeable),Mein Akku ist fast leer.,Technology,Beginner,0
die,Batterie,battery,Die Fernbedienung braucht neue Batterien.,Technology,Beginner,1
das,Ladegerät,charger,Wo hast du das Ladegerät für das Handy hingelegt?,Technology,Beginner,2
der,Stecker,plug,Zieh bitte den Stecker aus der Steckdose.,Technology,Intermediate,0
die,Steckdose,outlet/socket,In der Ecke gibt es eine Steckdose.,Technology,Intermediate,1
das,Lichtschalter,light switch,Der Lichtschalter befindet sich neben der Tür.,Home,Beginner,2
der,Kamin,fireplace/chimney,Im Winter brennt das Feuer im Kamin.,Home,Intermediate,0
die,Asche,ash,Nach dem Feuer blieb nur noch graue Asche übrig.,Nature,Intermediate,1
der,Friseur,hairdresser,Ich habe morgen einen Termin beim Friseur.,Professional,Beginner,0
die,Friseurin,hairdresser (female),Die Friseurin schneidet mir die Haare.,Professional,Beginner,1
das,Handwerk,craft/trade,Das goldene Handwerk hat eine lange Tradition.,Professional,Intermediate,2
der,Bäcker,baker,Der Bäcker holt das frische Brot aus dem Ofen.,Professional,Beginner,0
die,Bäckereifachverkäuferin,bakery sales assistant,Die Bäckereifachverkäuferin bedient die Kunden.,Professional,Advanced,1
das,Gebäck,pastry,Zum Kaffee gibt es leckeres Gebäck.,Food,Intermediate,2
der,Metzger,butcher,Der Metzger bereitet die Fleischwaren vor.,Professional,Beginner,0
die,Metzgerei,butcher shop,In der Metzgerei kaufe ich frischen Schinken.,Shopping,Beginner,1
das,Geschäft,business/shop,Er führt ein erfolgreiches Geschäft in der Stadt.,Professional,Beginner,2
der,Händler,dealer/trader,Der Händler verkauft gebrauchte Autos.,Professional,Intermediate,0
die,Händlerin,dealer (female),Die Händlerin bietet antiken Schmuck an.,Professional,Intermediate,1
das,Einkommen,income,Sein monatliches Einkommen reicht für die Miete.,Finance,Intermediate,2
der,Verlust,loss,Die Firma hat dieses Jahr einen hohen Verlust gemacht.,Finance,Intermediate,0
die,Gewinnspanne,profit margin,Die Gewinnspanne bei diesem Produkt ist gering.,Finance,Advanced,1
das,Kapital,capital,Das Unternehmen benötigt frisches Kapital.,Finance,Advanced,2
der,Zins,interest,Die Zinsen für den Kredit sind gestiegen.,Finance,Intermediate,0
die,Schuld,debt/guilt,Er bezahlt seine Schulden immer pünktlich.,Finance,Intermediate,1
das,Konto,account,Ich eröffne morgen ein neues Konto bei der Bank.,Finance,Beginner,2
der,Kontostand,account balance,Ich muss dringend meinen Kontostand prüfen.,Finance,Intermediate,0
die,Kreditkarte,credit card,Kann ich hier mit Kreditkarte bezahlen?,Finance,Beginner,1
das,Bargeld,cash,Haben Sie etwas Bargeld dabei?,Finance,Beginner,2
der,Geldautomat,ATM,Ich suche einen Geldautomat in der Nähe.,Finance,Beginner,0
die,Geheimzahl,PIN number,Verraten Sie niemals Ihre Geheimzahl.,Finance,Intermediate,1
das,Vermögen,fortune/wealth,Er hat ein großes Vermögen geerbt.,Finance,Intermediate,2
der,Geiz,greed/stinginess,Sein Geiz ist in der ganzen Stadt bekannt.,Emotions,Intermediate,0
die,Gier,greed/craving,Die Gier nach Macht treibt ihn an.,Emotions,Advanced,1
das,Mitleid,pity,Ich empfinde tiefes Mitleid für die Opfer.,Emotions,Intermediate,2
der,Neid,envy,Neid kann eine Freundschaft zerstören.,Emotions,Intermediate,0
die,Eifersucht,jealousy,Ihre Eifersucht ist völlig unbegründet.,Emotions,Intermediate,1
das,Heimweh,homesickness,Auf der langen Reise bekam er Heimweh.,Emotions,Intermediate,2
der,Mut,courage,Es erfordert viel Mut, die Wahrheit zu sagen.,Emotions,Intermediate,0
die,Tapferkeit,bravery,Sie wurde für ihre Tapferkeit ausgezeichnet.,Emotions,Advanced,1
das,Selbstvertrauen,self-confidence,Sport stärkt das Selbstvertrauen.,Emotions,Intermediate,2
der,Stolz,pride,Er erfüllte seinen Vater mit großem Stolz.,Emotions,Intermediate,0
die,Scham,shame,Er errötete vor Scham.,Emotions,Intermediate,1
das,Gewissen,conscience,Er hat ein reines Gewissen.,Emotions,Intermediate,2
der,Zweifel,doubt,Ich habe keinen Zweifel an seiner Ehrlichkeit.,Emotions,Intermediate,0
die,Verwirrung,confusion,Die Nachricht stiftete große Verwirrung.,Emotions,Intermediate,1
das,Verständnis,understanding,Vielen Dank für Ihr Verständnis.,Social,Beginner,2
der,Respekt,respect,Man sollte vor allen Menschen Respekt haben.,Social,Beginner,0
die,Höflichkeit,politeness,Höflichkeit ist eine wichtige Tugend.,Social,Intermediate,1
das,Verhalten,behavior,Sein Verhalten war absolut vorbildlich.,Social,Intermediate,2
der,Charakter,character,Sie hat einen sehr starken Charakter.,People,Intermediate,0
die,Persönlichkeit,personality,Er ist eine bekannte Persönlichkeit im Fernsehen.,People,Intermediate,1
das,Individuum,individual,Jedes Individuum hat eigene Bedürfnisse.,People,Advanced,2
der,Mensch,human/person,Der Mensch ist ein soziales Wesen.,People,Beginner,0
die,Menschheit,humanity,Die gesamte Menschheit hofft auf Frieden.,Social,Intermediate,1
das,Volk,people/nation,Das Volk protestiert gegen die Regierung.,Social,Intermediate,2
der,Staat,state/country,Der Staat sorgt für die Sicherheit der Bürger.,Social,Intermediate,0
die,Nation,nation,Die Nation feiert ihren Unabhängigkeitstag.,Social,Intermediate,1
der,Präsident,president,Der Präsident hält eine Rede im Fernsehen.,Politics,Beginner,0
die,Präsidentin,president (female),Die Präsidentin besucht das Nachbarland.,Politics,Beginner,1
das,Parlament,parliament,Das Parlament debattiert über das neue Gesetz.,Politics,Intermediate,2
der,Minister,minister,Der Minister für Finanzen plant eine Reform.,Politics,Intermediate,0
die,Ministerin,minister (female),Die Ministerin beantwortet die Fragen der Presse.,Politics,Intermediate,1
das,Ministerium,ministry,Das Ministerium befindet sich in der Hauptstadt.,Politics,Intermediate,2
der,Bürgermeister,mayor,Der Bürgermeister eröffnet das Stadtfest.,Politics,Beginner,0
die,Bürgermeisterin,mayor (female),Die Bürgermeisterin spricht mit den Bürgern.,Politics,Beginner,1
das,Wahlrecht,right to vote,Das Wahlrecht ist ein Grundpfeiler der Demokratie.,Politics,Advanced,2
der,Wahlkampf,election campaign,Der Wahlkampf war dieses Jahr sehr intensiv.,Politics,Intermediate,0
die,Partei,political party,Welche Partei hat die Wahl gewonnen?,Politics,Beginner,1
